ID,age,workclass,education,education.num,marital.status,occupation,relationship,race,Gender,capital.gain,capital.loss,hours.per.week,native.country,income,income_value
1025,46,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1741,40,United-States,<=50K,9582
1026,34,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1741,40,United-States,<=50K,259
1027,33,?,HS-grad,9,Divorced,?,Not-in-family,Black,Male,0,1741,40,United-States,<=50K,7775
1028,36,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1741,40,United-States,<=50K,2394
1029,36,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,1741,40,United-States,<=50K,6284
1030,44,Federal-gov,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,1741,40,United-States,<=50K,5121
1031,28,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,1741,52,United-States,<=50K,3165
1032,52,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1741,38,United-States,<=50K,1940
1033,43,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,1741,40,United-States,<=50K,916
1034,45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,1740,40,United-States,<=50K,5892
1035,30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1740,45,United-States,<=50K,5925
1036,50,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1740,48,United-States,<=50K,9375
1037,41,Local-gov,Bachelors,13,Married-civ-spouse,"Prof-,specialty",Wife,White,Female,0,1740,20,United-States,<=50K,1577
1038,31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1740,20,United-States,<=50K,6220
1039,27,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K,8482
1040,63,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1740,35,United-States,<=50K,393
1041,33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1740,25,United-States,<=50K,1580
1042,28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,40,United-States,<=50K,5672
1043,34,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K,111
1044,31,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K,1735
1045,30,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1740,40,Haiti,<=50K,9177
1046,47,State-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1740,40,United-States,<=50K,9924
1047,35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K,4301
1048,32,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,47,United-States,<=50K,8734
1049,33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,50,United-States,<=50K,7415
1050,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,48,United-States,<=50K,5093
1051,35,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,40,United-States,<=50K,9350
1052,42,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,43,United-States,<=50K,3098
1053,47,Federal-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K,8174
1054,34,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,1740,35,United-States,<=50K,709
1055,53,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,40,United-States,<=50K,883
1056,37,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1740,45,United-States,<=50K,885
1057,33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K,9986
1058,32,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Other,Female,0,1740,40,?,<=50K,5376
1059,38,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K,2324
1060,52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,60,United-States,<=50K,1445
1061,35,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,80,United-States,<=50K,8384
1062,46,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1740,60,United-States,<=50K,9905
1063,28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,30,United-States,<=50K,5517
1064,58,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K,329
1065,29,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,70,United-States,<=50K,6404
1066,30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K,2919
1067,53,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,50,United-States,<=50K,3193
1068,53,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,1740,40,United-States,<=50K,907
1069,31,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1740,40,United-States,<=50K,4251
1070,46,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,40,United-States,<=50K,9166
1071,59,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,1740,50,United-States,<=50K,3222
1072,62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K,3676
1073,46,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1740,35,United-States,<=50K,4129
1074,45,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,50,United-States,<=50K,5701
1075,63,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1740,40,United-States,<=50K,3124
1076,73,Private,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1735,20,United-States,<=50K,7690
1077,75,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1735,40,United-States,<=50K,9420
1078,45,Local-gov,Prof-school,15,Divorced,"Prof-,specialty",Unmarried,Black,Female,0,1726,40,United-States,<=50K,3591
1079,39,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,1726,40,United-States,<=50K,3145
1080,32,State-gov,Some-college,10,Divorced,Protective-serv,Unmarried,White,Female,0,1726,38,United-States,<=50K,8102
1081,25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,1726,60,United-States,<=50K,9669
1082,24,Private,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1721,40,United-States,<=50K,1405
1083,24,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,1721,30,United-States,<=50K,6059
1084,31,Private,11th,7,Divorced,Handlers-cleaners,Other-relative,Black,Male,0,1721,40,United-States,<=50K,6810
1085,31,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,1721,16,United-States,<=50K,2426
1086,20,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,1721,30,United-States,<=50K,2
1087,39,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,1721,55,United-States,<=50K,6986
1088,19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,1721,40,United-States,<=50K,842
1089,18,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,1721,40,United-States,<=50K,1071
1090,18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,1721,20,United-States,<=50K,9718
1091,23,?,Assoc-acdm,12,Never-married,?,Own-child,White,Male,0,1721,20,United-States,<=50K,5334
1092,19,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1721,30,United-States,<=50K,4990
1093,17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,1721,15,United-States,<=50K,3031
1094,17,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,1721,25,United-States,<=50K,4217
1095,22,?,Some-college,10,Never-married,?,Own-child,Black,Male,0,1721,20,United-States,<=50K,3195
1096,19,Private,Some-college,10,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,0,1721,25,United-States,<=50K,4684
1097,21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1721,35,United-States,<=50K,4702
1098,23,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,1721,40,United-States,<=50K,7902
1099,39,Self-emp-not-inc,10th,6,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,1721,15,United-States,<=50K,7311
1100,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1719,28,United-States,<=50K,4650
1101,20,State-gov,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,1719,20,United-States,<=50K,3762
1102,21,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1719,16,United-States,<=50K,1994
1103,18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,1719,15,United-States,<=50K,3215
1104,30,?,Some-college,10,Never-married,?,Not-in-family,White,Female,0,1719,25,United-States,<=50K,9185
1105,19,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,1719,16,United-States,<=50K,4580
1106,22,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,1719,30,United-States,<=50K,5338
1107,26,Private,Preschool,1,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,1719,40,Mexico,<=50K,3076
1108,19,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1719,40,United-States,<=50K,6426
1109,22,Private,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,1719,40,United-States,<=50K,7374
1110,37,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,1719,32,United-States,<=50K,535
1111,47,Private,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,1719,30,United-States,<=50K,1583
1112,57,Private,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,1719,25,United-States,<=50K,3841
1113,21,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,1719,30,United-States,<=50K,4572
1114,21,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,1719,25,United-States,<=50K,9126
1115,25,Local-gov,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,1719,16,United-States,<=50K,7618
1116,23,Private,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Female,0,1719,40,United-States,<=50K,5884
1117,17,Private,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,1719,15,United-States,<=50K,5821
1118,19,?,9th,5,Never-married,?,Other-relative,White,Male,0,1719,35,El-Salvador,<=50K,8377
1119,17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1719,18,United-States,<=50K,6565
1120,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,1719,36,United-States,<=50K,196
1121,21,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,1719,9,United-States,<=50K,8971
1122,32,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,60,United-States,<=50K,8781
1123,50,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,60,United-States,<=50K,3807
1124,31,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,50,United-States,<=50K,2144
1125,60,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,84,United-States,<=50K,9422
1126,34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K,5460
1127,34,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1672,50,United-States,<=50K,3199
1128,45,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1672,40,United-States,<=50K,6287
1129,57,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,45,United-States,<=50K,8256
1130,55,Private,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male,0,1672,40,United-States,<=50K,4762
1131,61,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,40,United-States,<=50K,6218
1132,51,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,70,United-States,<=50K,7427
1133,35,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50,United-States,<=50K,4482
1134,29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K,1866
1135,40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,45,United-States,<=50K,1812
1136,46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50,United-States,<=50K,3374
1137,48,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1672,55,United-States,<=50K,2895
1138,36,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1672,50,United-States,<=50K,1731
1139,46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50,United-States,<=50K,2265
1140,42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K,4977
1141,57,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,45,United-States,<=50K,3527
1142,43,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,44,United-States,<=50K,1660
1143,28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1672,50,United-States,<=50K,8966
1144,49,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1672,44,United-States,<=50K,5369
1145,49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,98,United-States,<=50K,6704
1146,33,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1672,55,United-States,<=50K,3700
1147,30,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1672,45,United-States,<=50K,4051
1148,54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1672,50,United-States,<=50K,8695
1149,56,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,40,United-States,<=50K,1750
1150,36,State-gov,Bachelors,13,Married-civ-spouse,"Prof-,specialty",Wife,White,Female,0,1672,38,United-States,<=50K,6440
1151,40,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K,3832
1152,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K,8322
1153,47,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,65,United-States,<=50K,4089
1154,40,Private,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,40,Mexico,<=50K,4725
1155,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1672,60,United-States,<=50K,8753
1156,28,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1669,42,United-States,<=50K,1989
1157,37,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1669,55,United-States,<=50K,4841
1158,48,Private,Some-college,10,Widowed,Exec-managerial,Unmarried,Black,Female,0,1669,38,United-States,<=50K,9875
1159,31,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,1669,50,United-States,<=50K,3023
1160,26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,1669,50,United-States,<=50K,2340
1161,23,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,1669,55,United-States,<=50K,8886
1162,39,Self-emp-not-inc,Bachelors,13,Divorced,Craft-repair,Not-in-family,Black,Male,0,1669,60,?,<=50K,5142
1163,49,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1669,40,United-States,<=50K,2633
1164,56,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1669,40,United-States,<=50K,3070
1165,47,Private,Assoc-voc,11,Divorced,"Prof-,specialty",Not-in-family,White,Female,0,1669,40,United-States,<=50K,360
1166,34,Private,HS-grad,9,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,1669,45,United-States,<=50K,5549
1167,32,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,1669,45,United-States,<=50K,4883
1168,28,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,1669,60,United-States,<=50K,9129
1169,38,Local-gov,Masters,14,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,1669,55,United-States,<=50K,5945
1170,34,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,1669,45,United-States,<=50K,4356
1171,36,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,1669,45,United-States,<=50K,9588
1172,30,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Female,0,1669,70,United-States,<=50K,9366
1173,26,Private,Masters,14,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,1669,40,United-States,<=50K,5212
1174,40,Private,Masters,14,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,1669,40,United-States,<=50K,5785
1175,56,Local-gov,Doctorate,16,Divorced,"Prof-,specialty",Not-in-family,White,Female,0,1669,38,United-States,<=50K,2443
1176,44,Local-gov,Masters,14,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,1669,40,United-States,<=50K,8336
1177,33,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,1669,55,United-States,<=50K,5554
1178,53,Local-gov,Masters,14,Widowed,"Prof-,specialty",Unmarried,Black,Female,0,1669,35,United-States,<=50K,7246
1179,61,Private,HS-grad,9,Widowed,Craft-repair,Not-in-family,Black,Female,0,1669,50,United-States,<=50K,2930
1180,65,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,1668,40,United-States,<=50K,1687
1181,81,Self-emp-not-inc,Bachelors,13,Widowed,"Prof-,specialty",Not-in-family,White,Female,0,1668,3,Hungary,<=50K,6842
1182,68,?,7th-8th,4,Widowed,?,Not-in-family,White,Female,0,1668,40,?,<=50K,6628
1183,68,Local-gov,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,0,1668,20,United-States,<=50K,3960
1184,39,Self-emp-inc,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1651,40,Mexico,<=50K,989
1185,61,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,1651,40,United-States,<=50K,5053
1186,61,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1651,40,United-States,<=50K,296
1187,46,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,1651,40,China,<=50K,1176
1188,56,Self-emp-inc,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1651,40,United-States,<=50K,5759
1189,30,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,1651,40,Vietnam,<=50K,9451
1190,35,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1651,40,United-States,<=50K,7324
1191,34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1651,38,United-States,<=50K,2732
1192,27,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1651,40,United-States,<=50K,3020
1193,65,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1648,4,Greece,<=50K,5472
1194,74,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1648,35,United-States,<=50K,5821
1195,26,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,50,United-States,<=50K,9965
1196,62,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1628,70,United-States,<=50K,7425
1197,45,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1628,45,United-States,<=50K,1770
1198,28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1628,40,United-States,<=50K,6989
1199,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,40,United-States,<=50K,1415
1200,28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1628,60,United-States,<=50K,1601
1201,46,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1628,40,United-States,<=50K,9166
1202,39,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1628,40,United-States,<=50K,1514
1203,34,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,1628,12,?,<=50K,6909
1204,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,40,United-States,<=50K,7271
1205,41,?,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0,1628,5,?,<=50K,3036
1206,39,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,48,United-States,<=50K,2156
1207,51,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1628,30,United-States,<=50K,3336
1208,42,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1628,40,United-States,<=50K,435
1209,40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,1628,45,United-States,<=50K,6019
1210,23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1617,25,United-States,<=50K,5966
1211,43,Private,Some-college,10,Divorced,Tech-support,Own-child,White,Female,0,1617,72,United-States,<=50K,2342
1212,55,State-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1617,40,United-States,<=50K,6126
1213,56,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1617,40,United-States,<=50K,1806
1214,44,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,1617,20,United-States,<=50K,5034
1215,30,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1617,40,United-States,<=50K,9267
1216,36,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,1617,40,United-States,<=50K,2873
1217,62,Private,Some-college,10,Separated,Sales,Unmarried,White,Female,0,1617,33,United-States,<=50K,4556
1218,33,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,1617,40,United-States,<=50K,5602
1219,19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,1602,10,United-States,<=50K,1180
1220,26,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,1602,40,?,<=50K,7166
1221,19,Private,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,1602,32,United-States,<=50K,9342
1222,19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,1602,24,United-States,<=50K,1798
1223,25,?,HS-grad,9,Never-married,?,Own-child,White,Male,0,1602,40,United-States,<=50K,7062
1224,26,Private,HS-grad,9,Never-married,Priv-house-serv,Other-relative,White,Female,0,1602,15,Mexico,<=50K,1021
1225,22,?,HS-grad,9,Never-married,?,Own-child,Black,Male,0,1602,30,United-States,<=50K,436
1226,19,Private,Some-college,10,Married-spouse-absent,Sales,Own-child,White,Female,0,1602,40,United-States,<=50K,2713
1227,32,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,1602,20,United-States,<=50K,4314
1228,18,?,Some-college,10,Never-married,?,Own-child,White,Female,0,1602,20,United-States,<=50K,4673
1229,22,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,1602,10,United-States,<=50K,2997
1230,21,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,1602,16,United-States,<=50K,6183
1231,20,?,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,1602,40,Taiwan,<=50K,7983
1232,18,?,11th,7,Never-married,?,Own-child,Black,Male,0,1602,48,United-States,<=50K,5004
1233,25,Private,10th,6,Never-married,Handlers-cleaners,Own-child,Black,Male,0,1602,40,United-States,<=50K,3178
1234,21,Private,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Female,0,1602,30,United-States,<=50K,7895
1235,21,State-gov,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,1602,10,United-States,<=50K,5464
1236,17,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,1602,12,United-States,<=50K,216
1237,57,Private,7th-8th,4,Widowed,Sales,Other-relative,White,Female,0,1602,3,United-States,<=50K,8283
1238,23,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1602,12,United-States,<=50K,9039
1239,30,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,1602,30,United-States,<=50K,7362
1240,18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1602,40,United-States,<=50K,3103
1241,18,?,Some-college,10,Never-married,?,Own-child,White,Female,0,1602,24,United-States,<=50K,9660
1242,17,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,1602,18,United-States,<=50K,1374
1243,39,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,1602,35,United-States,<=50K,4973
1244,18,Private,11th,7,Never-married,Other-service,Own-child,Black,Male,0,1602,23,United-States,<=50K,5153
1245,19,?,HS-grad,9,Never-married,?,Own-child,White,Female,0,1602,30,United-States,<=50K,2467
1246,18,?,Some-college,10,Never-married,?,Own-child,Black,Female,0,1602,40,Cambodia,<=50K,3601
1247,17,Local-gov,10th,6,Never-married,Protective-serv,Own-child,White,Female,0,1602,40,United-States,<=50K,6444
1248,21,State-gov,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,1602,12,United-States,<=50K,6728
1249,18,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,0,1602,35,United-States,<=50K,4914
1250,19,Private,12th,8,Never-married,Other-service,Own-child,White,Male,0,1602,20,United-States,<=50K,5085
1251,18,Private,11th,7,Never-married,Sales,Own-child,Black,Female,0,1602,20,United-States,<=50K,924
1252,18,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,1602,15,United-States,<=50K,5876
1253,19,?,Some-college,10,Never-married,?,Own-child,White,Female,0,1602,40,United-States,<=50K,158
1254,17,Federal-gov,11th,7,Never-married,Adm-clerical,Not-in-family,Black,Female,0,1602,40,United-States,<=50K,4357
1255,17,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,1602,12,United-States,<=50K,1670
1256,18,?,HS-grad,9,Never-married,?,Own-child,White,Female,0,1602,20,United-States,<=50K,4441
